message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.831960])";"30";"turtlesim3.sim";"1759169030.635300719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.803535])";"30";"turtlesim2.sim";"1759169030.624132469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.775110])";"30";"turtlesim1.sim";"1759169030.622055428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.860385])";"30";"turtlesim3.sim";"1759169030.621527803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.831960])";"30";"turtlesim2.sim";"1759169030.608104886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.888810])";"30";"turtlesim3.sim";"1759169030.605797594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.917235])";"30";"turtlesim3.sim";"1759169030.588784219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.888810])";"30";"turtlesim2.sim";"1759169030.576122178";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.860385])";"30";"turtlesim1.sim";"1759169030.574031469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.945660])";"30";"turtlesim3.sim";"1759169030.573502094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.917235])";"30";"turtlesim2.sim";"1759169030.560481511";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.888810])";"30";"turtlesim1.sim";"1759169030.558212678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.974085])";"30";"turtlesim3.sim";"1759169030.556561261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.945660])";"30";"turtlesim2.sim";"1759169030.544119636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.917235])";"30";"turtlesim1.sim";"1759169030.542239553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.002510])";"30";"turtlesim3.sim";"1759169030.539266094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.974085])";"30";"turtlesim2.sim";"1759169030.528094303";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.945660])";"30";"turtlesim1.sim";"1759169030.526223469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.030935])";"30";"turtlesim3.sim";"1759169030.523367428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.002510])";"30";"turtlesim2.sim";"1759169030.512177428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=5.974085])";"30";"turtlesim1.sim";"1759169030.510236928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.059360])";"30";"turtlesim3.sim";"1759169030.507267803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.030935])";"30";"turtlesim2.sim";"1759169030.496155386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.002510])";"30";"turtlesim1.sim";"1759169030.494035219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.087785])";"30";"turtlesim3.sim";"1759169030.492303511";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.059360])";"30";"turtlesim2.sim";"1759169030.480097678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.030935])";"30";"turtlesim1.sim";"1759169030.478013094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.116210])";"30";"turtlesim3.sim";"1759169030.475388428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.087785])";"30";"turtlesim2.sim";"1759169030.464083969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.059360])";"30";"turtlesim1.sim";"1759169030.462235053";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.144635])";"30";"turtlesim3.sim";"1759169030.460494094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.116210])";"30";"turtlesim2.sim";"1759169030.448400886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.087785])";"30";"turtlesim1.sim";"1759169030.446194053";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.173060])";"30";"turtlesim3.sim";"1759169030.445252761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.144635])";"30";"turtlesim2.sim";"1759169030.432139469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.116210])";"30";"turtlesim1.sim";"1759169030.430044553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.201485])";"30";"turtlesim3.sim";"1759169030.428738303";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.173060])";"30";"turtlesim2.sim";"1759169030.416414886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.144635])";"30";"turtlesim1.sim";"1759169030.414064469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.229910])";"30";"turtlesim3.sim";"1759169030.412349428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.201485])";"30";"turtlesim2.sim";"1759169030.400223219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.173060])";"30";"turtlesim1.sim";"1759169030.398215719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.258336])";"30";"turtlesim3.sim";"1759169030.395267053";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.229910])";"30";"turtlesim2.sim";"1759169030.384088844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.201485])";"30";"turtlesim1.sim";"1759169030.382199719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.286761])";"30";"turtlesim3.sim";"1759169030.379256303";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.258336])";"30";"turtlesim2.sim";"1759169030.368102636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.229910])";"30";"turtlesim1.sim";"1759169030.366054594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.315186])";"30";"turtlesim3.sim";"1759169030.363992636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.286761])";"30";"turtlesim2.sim";"1759169030.352189594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.258336])";"30";"turtlesim1.sim";"1759169030.350226011";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.343611])";"30";"turtlesim3.sim";"1759169030.348299469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.315186])";"30";"turtlesim2.sim";"1759169030.336291928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.286761])";"30";"turtlesim1.sim";"1759169030.334182844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.372036])";"30";"turtlesim3.sim";"1759169030.331275553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.343611])";"30";"turtlesim2.sim";"1759169030.320195261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.315186])";"30";"turtlesim1.sim";"1759169030.318148594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.400461])";"30";"turtlesim3.sim";"1759169030.316323719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.372036])";"30";"turtlesim2.sim";"1759169030.304343219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.428886])";"30";"turtlesim3.sim";"1759169030.302337386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.343611])";"30";"turtlesim1.sim";"1759169030.302111844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.400461])";"30";"turtlesim2.sim";"1759169030.288087428";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.372036])";"30";"turtlesim1.sim";"1759169030.286032803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.457311])";"30";"turtlesim3.sim";"1759169030.283818969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.428886])";"30";"turtlesim2.sim";"1759169030.272080219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.400461])";"30";"turtlesim1.sim";"1759169030.269086761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.485736])";"30";"turtlesim3.sim";"1759169030.268234928";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.457311])";"30";"turtlesim2.sim";"1759169030.256105886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.428886])";"30";"turtlesim1.sim";"1759169030.254139136";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.514161])";"30";"turtlesim3.sim";"1759169030.252216803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.485736])";"30";"turtlesim2.sim";"1759169030.240401553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.457311])";"30";"turtlesim1.sim";"1759169030.238235678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.542586])";"30";"turtlesim3.sim";"1759169030.235111803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.514161])";"30";"turtlesim2.sim";"1759169030.224093886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.485736])";"30";"turtlesim1.sim";"1759169030.222055761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.571011])";"30";"turtlesim3.sim";"1759169030.221236386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.542586])";"30";"turtlesim2.sim";"1759169030.208180969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.514161])";"30";"turtlesim1.sim";"1759169030.206056094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.571011])";"30";"turtlesim2.sim";"1759169030.192203469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.542586])";"30";"turtlesim1.sim";"1759169030.190016594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.014698, y=6.571011])";"30";"turtlesim1.sim";"1759169030.173314678";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.599436])";"30";"turtlesim3.sim";"1759169029.564699927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.593506])";"30";"turtlesim3.sim";"1759169029.547302927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.599436])";"30";"turtlesim2.sim";"1759169029.536094844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.587575])";"30";"turtlesim3.sim";"1759169029.532121677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.593506])";"30";"turtlesim2.sim";"1759169029.520125552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.599436])";"30";"turtlesim1.sim";"1759169029.518029636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.581644])";"30";"turtlesim3.sim";"1759169029.515088552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.587575])";"30";"turtlesim2.sim";"1759169029.504068594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.593506])";"30";"turtlesim1.sim";"1759169029.502221844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.575714])";"30";"turtlesim3.sim";"1759169029.499084052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.581644])";"30";"turtlesim1.sim";"1759169029.470047052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.563853])";"30";"turtlesim3.sim";"1759169029.469698136";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.569783])";"30";"turtlesim2.sim";"1759169029.456073802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.575714])";"30";"turtlesim1.sim";"1759169029.453953677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.557922])";"30";"turtlesim3.sim";"1759169029.453492511";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.563853])";"30";"turtlesim2.sim";"1759169029.440121052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.569783])";"30";"turtlesim1.sim";"1759169029.438152636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.551992])";"30";"turtlesim3.sim";"1759169029.436790261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.557922])";"30";"turtlesim2.sim";"1759169029.424204844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.563853])";"30";"turtlesim1.sim";"1759169029.422147969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.546061])";"30";"turtlesim3.sim";"1759169029.420264094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.551992])";"30";"turtlesim2.sim";"1759169029.408145719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.557922])";"30";"turtlesim1.sim";"1759169029.406216761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.540131])";"30";"turtlesim3.sim";"1759169029.403751927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.546061])";"30";"turtlesim2.sim";"1759169029.392120802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.551992])";"30";"turtlesim1.sim";"1759169029.390100302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.534200])";"30";"turtlesim3.sim";"1759169029.387115427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.540131])";"30";"turtlesim2.sim";"1759169029.376101261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.546061])";"30";"turtlesim1.sim";"1759169029.374107344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.528269])";"30";"turtlesim3.sim";"1759169029.373267386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.534200])";"30";"turtlesim2.sim";"1759169029.360290219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.540131])";"30";"turtlesim1.sim";"1759169029.357549594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.522339])";"30";"turtlesim3.sim";"1759169029.356644886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.528269])";"30";"turtlesim2.sim";"1759169029.344239261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.534200])";"30";"turtlesim1.sim";"1759169029.342033969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.516408])";"30";"turtlesim3.sim";"1759169029.340253761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.522339])";"30";"turtlesim2.sim";"1759169029.328423136";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.528269])";"30";"turtlesim1.sim";"1759169029.326085677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.510478])";"30";"turtlesim3.sim";"1759169029.323269386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.516408])";"30";"turtlesim2.sim";"1759169029.312298177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.522339])";"30";"turtlesim1.sim";"1759169029.310036844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.504547])";"30";"turtlesim3.sim";"1759169029.309333386";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.510478])";"30";"turtlesim2.sim";"1759169029.296448427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.516408])";"30";"turtlesim1.sim";"1759169029.294147260";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.498617])";"30";"turtlesim3.sim";"1759169029.293266052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.504547])";"30";"turtlesim2.sim";"1759169029.281151510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.510478])";"30";"turtlesim1.sim";"1759169029.277086885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.492686])";"30";"turtlesim3.sim";"1759169029.275503552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.498617])";"30";"turtlesim2.sim";"1759169029.264248135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.486756])";"30";"turtlesim3.sim";"1759169029.262505594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.504547])";"30";"turtlesim1.sim";"1759169029.262084969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.492686])";"30";"turtlesim2.sim";"1759169029.248230594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.498617])";"30";"turtlesim1.sim";"1759169029.246157594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.480825])";"30";"turtlesim3.sim";"1759169029.244741844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.486756])";"30";"turtlesim2.sim";"1759169029.232148885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.492686])";"30";"turtlesim1.sim";"1759169029.230067385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.474895])";"30";"turtlesim3.sim";"1759169029.227322010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.480825])";"30";"turtlesim2.sim";"1759169029.216091469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.486756])";"30";"turtlesim1.sim";"1759169029.214027844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.468964])";"30";"turtlesim3.sim";"1759169029.212769177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.474895])";"30";"turtlesim2.sim";"1759169029.200275427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.480825])";"30";"turtlesim1.sim";"1759169029.197089760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.463033])";"30";"turtlesim3.sim";"1759169029.195265719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.468964])";"30";"turtlesim2.sim";"1759169029.184167052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.474895])";"30";"turtlesim1.sim";"1759169029.182061760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.457103])";"30";"turtlesim3.sim";"1759169029.180774385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.463033])";"30";"turtlesim2.sim";"1759169029.168216094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.468964])";"30";"turtlesim1.sim";"1759169029.166218177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.451172])";"30";"turtlesim3.sim";"1759169029.163303302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.457103])";"30";"turtlesim2.sim";"1759169029.152065135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.463033])";"30";"turtlesim1.sim";"1759169029.150206010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.445242])";"30";"turtlesim3.sim";"1759169029.147348760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.451172])";"30";"turtlesim2.sim";"1759169029.136100094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.457103])";"30";"turtlesim1.sim";"1759169029.134085885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.439311])";"30";"turtlesim3.sim";"1759169029.133648677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.445242])";"30";"turtlesim2.sim";"1759169029.120149969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.451172])";"30";"turtlesim1.sim";"1759169029.117152385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.433381])";"30";"turtlesim3.sim";"1759169029.116731427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.439311])";"30";"turtlesim2.sim";"1759169029.104077969";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.445242])";"30";"turtlesim1.sim";"1759169029.102200302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.427450])";"30";"turtlesim3.sim";"1759169029.099788177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.433381])";"30";"turtlesim2.sim";"1759169029.088239302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.439311])";"30";"turtlesim1.sim";"1759169029.086142635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.421520])";"30";"turtlesim3.sim";"1759169029.085338594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.427450])";"30";"turtlesim2.sim";"1759169029.072131802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.433381])";"30";"turtlesim1.sim";"1759169029.070094302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.415589])";"30";"turtlesim3.sim";"1759169029.068004635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.421520])";"30";"turtlesim2.sim";"1759169029.056159510";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.427450])";"30";"turtlesim1.sim";"1759169029.054050094";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.409658])";"30";"turtlesim3.sim";"1759169029.051548677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.415589])";"30";"turtlesim2.sim";"1759169029.040062635";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.421520])";"30";"turtlesim1.sim";"1759169029.038214010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.403728])";"30";"turtlesim3.sim";"1759169029.035276885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.409658])";"30";"turtlesim2.sim";"1759169029.024336719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.415589])";"30";"turtlesim1.sim";"1759169029.021182219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.397797])";"30";"turtlesim3.sim";"1759169029.019134219";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.403728])";"30";"turtlesim2.sim";"1759169029.008124802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.409658])";"30";"turtlesim1.sim";"1759169029.006190385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.391867])";"30";"turtlesim3.sim";"1759169029.003264177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031446, y=6.397797])";"30";"turtlesim2.sim";"1759169028.992229094";"./src/turtle.cpp:update:260"
